recipe_id,user_id,rating
recipe-1006,user-26,3.0
recipe-1006,user-27,2.5
recipe-1006,user-28,3.0
recipe-1006,user-29,2.5
recipe-1006,user-3,1.0
recipe-1006,user-31,3.0
recipe-1006,user-32,2.5
recipe-1006,user-33,3.0
recipe-1006,user-34,2.0
recipe-1006,user-35,2.5
recipe-1006,user-36,1.0
recipe-1006,user-37,1.0
recipe-1006,user-38,2.5
recipe-1006,user-39,2.0
recipe-1006,user-41,3.0
recipe-1006,user-42,3.0
recipe-1006,user-43,2.0
recipe-1006,user-44,4.0
recipe-1006,user-45,4.0
recipe-1006,user-46,4.0
recipe-1006,user-47,4.0
recipe-1006,user-48,4.0
recipe-1006,user-49,4.0
recipe-1006,user-50,4.0
recipe-1006,user-51,4.0
recipe-1006,user-52,4.0
recipe-1006,user-53,4.0
recipe-1006,user-54,4.0
recipe-1006,user-55,4.0
recipe-1006,user-56,4.0
recipe-1006,user-57,4.0
recipe-1006,user-59,4.0
recipe-1006,user-60,4.0
recipe-1006,user-9,2.0
recipe-1007,user-11,2.0
recipe-1007,user-12,1.0
recipe-1007,user-15,2.0
recipe-1007,user-16,2.0
recipe-1007,user-18,0.0
recipe-1007,user-2,0.0
recipe-1007,user-21,2.0
recipe-1007,user-22,2.0
recipe-1007,user-23,3.0
recipe-1007,user-24,2.5
recipe-1007,user-25,3.0
recipe-1007,user-26,2.5
recipe-1007,user-27,2.5
recipe-1007,user-28,2.5
recipe-1007,user-29,3.0
recipe-1007,user-3,1.0
recipe-1007,user-31,2.0
recipe-1007,user-32,2.0
recipe-1007,user-33,2.0
recipe-1007,user-34,2.5
recipe-1007,user-35,2.5
recipe-1007,user-36,3.0
recipe-1007,user-37,0.0
recipe-1007,user-38,2.0
recipe-1007,user-39,3.0
recipe-1007,user-41,2.0
recipe-1007,user-42,2.5
recipe-1007,user-43,2.5
recipe-1007,user-44,4.0
recipe-1007,user-45,4.0
recipe-1007,user-46,4.0
recipe-1007,user-47,4.0
recipe-1007,user-48,4.0
recipe-1007,user-49,4.0
recipe-1007,user-50,4.0
recipe-1007,user-51,3.0
recipe-1007,user-52,2.0
recipe-1007,user-53,2.0
recipe-1007,user-54,4.0
recipe-1007,user-55,4.0
recipe-1007,user-56,4.0
recipe-1007,user-57,4.0
recipe-1007,user-59,4.0
recipe-1007,user-60,4.0
recipe-1007,user-7,0.0
recipe-1007,user-93,4.0
recipe-1007,user-95,4.0
recipe-1007,user-96,4.0
recipe-1008,user-18,1.0
recipe-1008,user-22,4.0
recipe-1008,user-23,2.0
recipe-1008,user-26,2.0
recipe-1008,user-27,4.0
recipe-1008,user-29,3.0
recipe-1008,user-30,2.0
recipe-1008,user-31,4.0
recipe-1008,user-33,2.0
recipe-1008,user-34,2.0
recipe-1008,user-35,4.0
recipe-1008,user-37,4.0
recipe-1008,user-39,2.0
recipe-1008,user-4,0.0
recipe-1008,user-41,3.0
recipe-1008,user-44,4.0
recipe-1008,user-47,4.0
recipe-1008,user-48,4.0
recipe-1008,user-53,4.0
recipe-1008,user-54,4.0
recipe-1008,user-55,4.0
recipe-1008,user-56,4.0
recipe-1008,user-59,4.0
recipe-1009,user-16,1.0
recipe-1009,user-2,0.0
recipe-1009,user-21,2.5
recipe-1009,user-22,1.0
recipe-1009,user-23,3.0
recipe-1009,user-24,2.0
recipe-1009,user-25,1.0
recipe-1009,user-26,2.0
recipe-1009,user-27,2.0
recipe-1009,user-28,2.0
recipe-1009,user-29,2.5
recipe-1009,user-30,4.0
recipe-1009,user-31,2.0
recipe-1009,user-32,2.0
recipe-1009,user-33,2.0
recipe-1009,user-34,2.0
recipe-1009,user-35,3.0
recipe-1009,user-36,3.0
recipe-1009,user-38,2.0
recipe-1009,user-39,1.0
recipe-1009,user-41,2.5
recipe-1009,user-42,3.0
recipe-1009,user-43,4.0
recipe-1009,user-44,4.0
recipe-1009,user-45,4.0
recipe-1009,user-46,4.0
recipe-1009,user-47,4.0
recipe-1009,user-48,4.0
recipe-1009,user-50,4.0
recipe-1009,user-51,4.0
recipe-1009,user-53,4.0
recipe-1009,user-54,4.0
recipe-1009,user-55,4.0
recipe-1009,user-56,4.0
recipe-1009,user-59,4.0
recipe-1009,user-60,4.0
recipe-1009,user-7,1.0
recipe-1009,user-9,1.0
recipe-101,user-1,0.0
recipe-101,user-14,0.0
recipe-101,user-16,2.0
recipe-101,user-17,1.0
recipe-101,user-2,2.0
recipe-101,user-21,4.0
recipe-101,user-22,2.0
recipe-101,user-23,2.0
recipe-101,user-24,4.0
recipe-101,user-25,2.5
recipe-101,user-26,3.0
recipe-101,user-27,4.0
recipe-101,user-28,2.5
recipe-101,user-29,3.0
recipe-101,user-3,2.0
recipe-101,user-30,4.0
recipe-101,user-32,2.0
recipe-101,user-33,2.0
recipe-101,user-34,4.0
recipe-101,user-35,2.5
recipe-101,user-38,1.0
recipe-101,user-39,3.0
recipe-101,user-41,2.5
recipe-101,user-43,4.0
recipe-101,user-45,4.0
recipe-101,user-47,4.0
recipe-101,user-50,4.0
recipe-101,user-51,4.0
recipe-101,user-53,4.0
recipe-101,user-54,4.0
recipe-101,user-56,4.0
recipe-101,user-57,4.0
recipe-101,user-59,4.0
recipe-101,user-60,4.0
recipe-1010,user-11,2.0
recipe-1010,user-15,0.0
recipe-1010,user-20,0.0
recipe-1010,user-21,4.0
recipe-1010,user-22,4.0
recipe-1010,user-23,3.0
recipe-1010,user-24,0.0
recipe-1010,user-25,4.0
recipe-1010,user-26,3.0
recipe-1010,user-28,0.0
recipe-1010,user-29,2.0
recipe-1010,user-30,2.0
recipe-1010,user-31,1.0
recipe-1010,user-32,3.0
recipe-1010,user-33,3.0
recipe-1010,user-34,3.0
recipe-1010,user-35,2.0
recipe-1010,user-39,1.0
recipe-1010,user-41,2.0
recipe-1010,user-43,2.5
recipe-1010,user-44,4.0
recipe-1010,user-45,4.0
recipe-1010,user-48,2.5
recipe-1010,user-49,0.0
recipe-1010,user-50,1.0
recipe-1010,user-51,2.5
recipe-1010,user-53,4.0
recipe-1010,user-55,4.0
recipe-1010,user-56,4.0
recipe-1010,user-59,4.0
recipe-1010,user-60,4.0
recipe-1010,user-81,4.0
recipe-1010,user-82,4.0
recipe-1010,user-83,4.0
recipe-1010,user-85,4.0
recipe-1010,user-86,4.0
recipe-1010,user-88,4.0
recipe-1010,user-89,4.0
recipe-1010,user-90,4.0
recipe-1011,user-11,0.0
recipe-1011,user-12,2.0
recipe-1011,user-15,2.0
recipe-1011,user-17,1.0
recipe-1011,user-18,0.0
recipe-1011,user-21,4.0
recipe-1011,user-22,0.0
recipe-1011,user-23,3.0
recipe-1011,user-24,2.0
recipe-1011,user-25,3.0
recipe-1011,user-26,2.5
recipe-1011,user-27,2.5
recipe-1011,user-28,2.0
recipe-1011,user-29,2.0
recipe-1011,user-3,2.0
recipe-1011,user-30,4.0
recipe-1011,user-31,3.0
recipe-1011,user-32,3.0
recipe-1011,user-33,2.0
recipe-1011,user-34,3.0
recipe-1011,user-35,3.0
recipe-1011,user-37,0.0
recipe-1011,user-38,2.0
recipe-1011,user-39,3.0
recipe-1011,user-41,2.0
recipe-1011,user-42,4.0
recipe-1011,user-43,2.0
recipe-1011,user-44,4.0
recipe-1011,user-45,4.0
recipe-1011,user-46,4.0
recipe-1011,user-47,4.0
recipe-1011,user-48,4.0
recipe-1011,user-49,4.0
recipe-1011,user-50,4.0
recipe-1011,user-51,4.0
recipe-1011,user-52,4.0
recipe-1011,user-53,4.0
recipe-1011,user-54,4.0
recipe-1011,user-55,4.0
recipe-1011,user-56,4.0
recipe-1011,user-57,4.0
recipe-1011,user-59,4.0
recipe-1011,user-60,4.0
recipe-1012,user-11,1.0
recipe-1012,user-12,0.0
recipe-1012,user-17,0.0
recipe-1012,user-18,1.0
recipe-1012,user-21,3.0
recipe-1012,user-22,3.0
recipe-1012,user-23,3.0
recipe-1012,user-24,3.0
recipe-1012,user-25,2.5
recipe-1012,user-26,2.5
recipe-1012,user-27,2.5
recipe-1012,user-28,2.0
recipe-1012,user-29,3.0
recipe-1012,user-3,2.0
recipe-1012,user-30,4.0
recipe-1012,user-31,3.0
recipe-1012,user-32,2.0
recipe-1012,user-33,2.0
recipe-1012,user-34,2.5
recipe-1012,user-35,3.0
recipe-1012,user-38,2.0
recipe-1012,user-39,2.5
recipe-1012,user-4,1.0
recipe-1012,user-41,2.5
recipe-1012,user-42,2.5
recipe-1012,user-43,2.5
recipe-1012,user-44,4.0
recipe-1012,user-45,4.0
recipe-1012,user-46,4.0
recipe-1012,user-47,4.0
recipe-1012,user-48,4.0
recipe-1012,user-49,4.0
recipe-1012,user-50,4.0
recipe-1012,user-51,4.0
recipe-1012,user-52,4.0
recipe-1012,user-53,4.0
recipe-1012,user-54,4.0
recipe-1012,user-55,4.0
recipe-1012,user-56,4.0
recipe-1012,user-57,4.0
recipe-1012,user-59,4.0
recipe-1012,user-60,4.0
recipe-1013,user-1,1.0
recipe-1013,user-11,0.0
recipe-1013,user-12,1.0
recipe-1013,user-14,1.0
recipe-1013,user-15,1.0
recipe-1013,user-17,0.0
recipe-1013,user-18,0.0
recipe-1013,user-19,1.0
recipe-1013,user-2,1.0
recipe-1013,user-21,4.0
recipe-1013,user-22,0.0
recipe-1013,user-23,2.0
recipe-1013,user-24,3.0
recipe-1013,user-25,2.0
recipe-1013,user-26,2.5
recipe-1013,user-27,2.0
recipe-1013,user-28,3.0
recipe-1013,user-29,2.0
recipe-1013,user-3,0.0
recipe-1013,user-30,4.0
recipe-1013,user-31,3.0
recipe-1013,user-32,2.5
recipe-1013,user-33,2.0
recipe-1013,user-34,2.0
recipe-1013,user-35,2.0
recipe-1013,user-37,0.0
recipe-1013,user-38,3.0
recipe-1013,user-39,2.5
recipe-1013,user-4,0.0
recipe-1013,user-41,3.0
recipe-1013,user-42,2.5
recipe-1013,user-43,3.0
recipe-1013,user-44,4.0
recipe-1013,user-45,4.0
recipe-1013,user-46,4.0
recipe-1013,user-47,4.0
recipe-1013,user-48,4.0
recipe-1013,user-49,4.0
recipe-1013,user-50,4.0
recipe-1013,user-51,4.0
recipe-1013,user-52,4.0
recipe-1013,user-53,4.0
recipe-1013,user-54,4.0
recipe-1013,user-55,4.0
recipe-1013,user-56,4.0
recipe-1013,user-57,4.0
recipe-1013,user-58,4.0
recipe-1013,user-59,4.0
recipe-1013,user-60,4.0
recipe-1014,user-11,0.0
recipe-1014,user-21,0.0
recipe-1014,user-22,4.0
recipe-1014,user-23,1.0
recipe-1014,user-24,2.0
recipe-1014,user-25,4.0
recipe-1014,user-26,3.0
recipe-1014,user-27,4.0
recipe-1014,user-29,4.0
recipe-1014,user-30,4.0
recipe-1014,user-31,2.0
recipe-1014,user-34,2.0
recipe-1014,user-35,3.0
recipe-1014,user-38,4.0
recipe-1014,user-39,4.0
recipe-1014,user-41,2.0
recipe-1014,user-42,2.0
recipe-1014,user-43,4.0
recipe-1014,user-45,4.0
recipe-1014,user-47,4.0
recipe-1014,user-51,4.0
recipe-1014,user-56,4.0
recipe-1014,user-57,4.0
recipe-1014,user-60,4.0
recipe-1015,user-11,1.0
recipe-1015,user-15,1.0
recipe-1015,user-18,2.0
recipe-1015,user-21,4.0
recipe-1015,user-22,2.0
recipe-1015,user-23,2.5
recipe-1015,user-24,2.0
recipe-1015,user-25,4.0
recipe-1015,user-26,2.0
recipe-1015,user-28,3.0
recipe-1015,user-29,2.5
recipe-1015,user-3,2.0
recipe-1015,user-31,1.0
recipe-1015,user-32,2.5
recipe-1015,user-33,2.0
recipe-1015,user-34,2.0
recipe-1015,user-35,2.5
recipe-1015,user-38,3.0
recipe-1015,user-39,1.0
recipe-1015,user-41,2.0
recipe-1015,user-42,4.0
recipe-1015,user-43,2.0
recipe-1015,user-44,4.0
recipe-1015,user-45,4.0
recipe-1015,user-46,4.0
recipe-1015,user-48,4.0
recipe-1015,user-49,4.0
recipe-1015,user-50,4.0
recipe-1015,user-51,4.0
recipe-1015,user-53,4.0
recipe-1015,user-54,4.0
recipe-1015,user-55,4.0
recipe-1015,user-56,4.0
recipe-1015,user-59,4.0
recipe-1015,user-60,4.0
recipe-1016,user-11,2.0
recipe-1016,user-12,0.0
recipe-1016,user-15,0.0
recipe-1016,user-18,2.0
recipe-1016,user-21,2.0
recipe-1016,user-22,2.0
recipe-1016,user-23,2.0
recipe-1016,user-24,2.0
recipe-1016,user-25,3.0
recipe-1016,user-26,2.0
recipe-1016,user-27,2.0
recipe-1016,user-28,2.5
recipe-1016,user-29,2.0
recipe-1016,user-3,0.0
recipe-1016,user-31,2.5
recipe-1016,user-32,2.5
recipe-1016,user-33,2.5
recipe-1016,user-34,2.0
recipe-1016,user-35,2.0
recipe-1016,user-36,2.0
recipe-1016,user-37,0.0
recipe-1016,user-38,3.0
recipe-1016,user-39,3.0
recipe-1016,user-41,2.0
recipe-1016,user-42,3.0
recipe-1016,user-43,3.0
recipe-1016,user-44,4.0
recipe-1016,user-45,4.0
recipe-1016,user-46,4.0
recipe-1016,user-48,4.0
recipe-1016,user-49,4.0
recipe-1016,user-50,4.0
recipe-1016,user-51,4.0
recipe-1016,user-52,4.0
recipe-1016,user-53,4.0
recipe-1016,user-54,4.0
recipe-1016,user-55,4.0
recipe-1016,user-56,4.0
recipe-1016,user-57,4.0
recipe-1016,user-59,4.0
recipe-1016,user-60,4.0
recipe-1016,user-7,1.0
recipe-1017,user-11,0.0
recipe-1017,user-12,2.0
recipe-1017,user-15,1.0
recipe-1017,user-18,0.0
recipe-1017,user-21,4.0
recipe-1017,user-22,0.0
recipe-1017,user-23,3.0
recipe-1017,user-24,2.5
recipe-1017,user-25,2.0
recipe-1017,user-26,3.0
recipe-1017,user-27,2.5
recipe-1017,user-28,3.0
recipe-1017,user-29,3.0
recipe-1017,user-3,2.0
recipe-1017,user-31,2.0
recipe-1017,user-32,2.5
recipe-1017,user-33,2.0
recipe-1017,user-34,3.0
recipe-1017,user-35,2.0
recipe-1017,user-37,0.0
recipe-1017,user-38,2.0
recipe-1017,user-39,2.5
recipe-1017,user-41,2.5
recipe-1017,user-42,4.0
recipe-1017,user-43,2.5
recipe-1017,user-44,4.0
recipe-1017,user-45,4.0
recipe-1017,user-46,4.0
recipe-1017,user-48,4.0
recipe-1017,user-49,4.0
recipe-1017,user-50,4.0
recipe-1017,user-51,4.0
recipe-1017,user-52,4.0
recipe-1017,user-53,4.0
recipe-1017,user-54,4.0
recipe-1017,user-55,4.0
recipe-1017,user-56,4.0
recipe-1017,user-57,4.0
recipe-1017,user-59,4.0
recipe-1017,user-60,4.0
recipe-1018,user-11,0.0
recipe-1018,user-12,2.0
recipe-1018,user-15,2.0
recipe-1018,user-16,0.0
recipe-1018,user-2,1.0
recipe-1018,user-21,4.0
recipe-1018,user-23,2.0
recipe-1018,user-24,3.0
recipe-1018,user-25,3.0
recipe-1018,user-26,2.0
recipe-1018,user-27,2.5
recipe-1018,user-28,3.0
recipe-1018,user-29,2.5
recipe-1018,user-31,2.5
recipe-1018,user-32,3.0
recipe-1018,user-33,2.5
recipe-1018,user-34,2.0
recipe-1018,user-35,3.0
recipe-1018,user-37,0.0
recipe-1018,user-38,2.0
recipe-1018,user-39,2.0
recipe-1018,user-41,3.0
recipe-1018,user-42,4.0
recipe-1018,user-43,3.0
recipe-1018,user-44,4.0
recipe-1018,user-45,4.0
recipe-1018,user-46,4.0
recipe-1018,user-47,4.0
recipe-1018,user-48,4.0
recipe-1018,user-49,4.0
recipe-1018,user-50,4.0
recipe-1018,user-51,4.0
recipe-1018,user-52,4.0
recipe-1018,user-53,4.0
recipe-1018,user-55,4.0
recipe-1018,user-56,4.0
recipe-1018,user-57,4.0
recipe-1018,user-59,4.0
recipe-1018,user-60,4.0
recipe-1019,user-18,1.0
recipe-1019,user-22,1.0
recipe-1019,user-23,2.0
recipe-1019,user-26,2.0
recipe-1019,user-28,2.5
recipe-1019,user-29,3.0
recipe-1019,user-3,0.0
recipe-1019,user-32,2.5
recipe-1019,user-33,0.0
recipe-1019,user-34,2.0
recipe-1019,user-35,2.5
recipe-1019,user-38,2.0
recipe-1019,user-39,1.0
recipe-1019,user-41,3.0
recipe-1019,user-42,4.0
recipe-1019,user-43,4.0
recipe-1019,user-44,4.0
recipe-1019,user-46,4.0
recipe-1019,user-48,4.0
recipe-1019,user-49,4.0
recipe-1019,user-50,4.0
recipe-1019,user-51,2.0
recipe-1019,user-52,0.0
recipe-1019,user-53,0.0
recipe-1019,user-54,4.0
recipe-1019,user-55,4.0
recipe-1019,user-56,4.0
recipe-1019,user-60,4.0
recipe-1019,user-93,4.0
recipe-1019,user-95,4.0
recipe-1019,user-96,4.0
recipe-102,user-1,0.0
recipe-102,user-11,2.0
recipe-102,user-12,0.0
recipe-102,user-14,2.0
recipe-102,user-15,2.0
recipe-102,user-16,2.0
recipe-102,user-19,1.0
recipe-102,user-2,1.0
recipe-102,user-21,4.0
recipe-102,user-22,1.0
recipe-102,user-23,2.0
recipe-102,user-24,2.5
recipe-102,user-25,2.5
recipe-102,user-26,3.0
recipe-102,user-27,3.0
recipe-102,user-28,2.0
recipe-102,user-29,2.5
recipe-102,user-30,4.0
recipe-102,user-31,2.5
recipe-102,user-32,3.0
recipe-102,user-33,2.0
recipe-102,user-34,3.0
recipe-102,user-35,2.0
recipe-102,user-36,4.0
recipe-102,user-37,1.0
recipe-102,user-38,1.0
