recipe_id,recipe_name,recipe_method,recipe_kind,recipe_difficulty,recipe_rating,recipe_ingredient,recipe_kcal,recipe_carbohydrate,recipe_protein,recipe_fat,recipe_natrium,recipe_thumbnail,recipe_bittersweet,recipe_spicy,recipe_goso,recipe_oily,recipe_sweetsour,recipe_plain
recipe-16,사탕절편 떡국,끓이기,국&찌개,0,0,"닭육수
닭 150g, 대파 15g(7cm), 마늘 10g(2쪽), 물 500ml(2½컵),
깨 10g(2작은술), 후추약간
사탕절편
멥쌀가루 400g(2컵), 녹차가루 3g(1작은술), 백련초 3g(1작은술), 단호박 가루 3g(1작은술)
고명
쇠고기 50g, 애호박 20g(2cm), 달걀 50g(1개), 식용유 5g(1작은술)
고기양념
간장 2g(1/3작은술), 참기름 5g(1작은술), 소금 약간",400,86,12,1,320,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00034_1.png,0,0,0,0,0,0
recipe-17,두부 표고 완자탕,끓이기,국&찌개,0,0,"멸치육수
양파 20g(1/6개), 멸치 15g(7마리), 다진 마늘 10g(2쪽), 파 10g(5cm),
간장 4g(1작은술), 식초 2g(1/3작은술), 물 300ml(1½컵)
두부완자
두부 90g(1/3모), 달걀 25g(1/2개), 표고버섯 10g(1장), 밀가루 10g(2작은술)
고명
표고버섯 10g(1장), 파 10g(5cm)",110,9,9,4,140,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00035_1.png,0,0,0,0,0,0
recipe-18,저염 된장으로 맛을 낸 황태해장국,끓이기,국&찌개,0,0,"황태해장국
황태(채) 15g(10개), 콩나물 30g(1/6봉지), 무 30g(5×3×2cm), 저염된장 10g(2작은술), 물 300ml(1½컵), 청양고추 5g(1/2개), 다진 마늘 2g(1/3작은술)",100,12,13,0,361,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00036_1.png,0,0,0,0,0,0
recipe-19,된장국,끓이기,국&찌개,0,0,"된장국
두부 20g(2×2×2cm), 애느타리버섯 20g(4가닥), 감자 10g(4×3×1cm), 양파 10g(2×1cm), 대파 10g(5cm), 된장 5g(1작은술), 물 300ml(1½컵)",20,3,2,0,260,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00037_1.png,0,0,0,0,0,0
recipe-20,표고버섯 청경채국,끓이기,국&찌개,0,0,"멸치육수
국물용 멸치 5g(3마리), 다시마 1장(5×1cm), 양파 10g(2×1cm), 표고버섯 기둥, 국간장 5g(1작은술), 물 300ml(1½컵)
채소준비
청경채 20g(1개), 표고버섯 20g(2장), 다진 마늘 2g(1/3작은술)",45,7,2,1,2441,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00038_1.png,0,0,0,0,0,0
recipe-21,치커리샐러드와 올리브 마늘 소스,기타,반찬,0,0,"치커리 샐러드
치커리 30g(10줄기), 적양배추 15g(5×3cm), 양파 10g(2×1cm), 당근 5g(3×1×1cm)
올리브마늘 드레싱
올리브유 10g(2작은술), 식초 5g(1작은술), 설탕 5g(1작은술), 마늘 5g(1쪽)",170,13,3,12,74,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00095_1.png,0,0,0,0,0,0
recipe-22,구운가지 닭가슴살 샐러드와 들깨소스,굽기,반찬,0,0,"구운 가지 닭가슴살 샐러드
닭가슴살 100g, 가지 100g(2/3개), 잎채소 40g, 올리브유 30g(2큰술)
들깨 드레싱
플레인요거트 80g(1개), 양파 20g(1/6개), 레몬즙 20g(1⅓큰술), 꿀 30g(2큰술), 들깨가루 10g(2작은술",330,20,22,18,69,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00086_1.png,0,0,0,0,0,0
recipe-23,스트로베리 샐러드,기타,반찬,0,0,"스트로베리 샐러드
딸기 70g(7개), 플레인요거트 85g(1개), 양상추 70g(2장), 메추리알 30g(3개), 블루베리 15g(1큰술), 식초 약간, 소금 약간",195,30,7,5,138,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00087_1.png,0,0,0,0,0,0
recipe-24,유자꿀드레싱을 곁들인 곤드레 단호박 크로켓 샐러드,튀기기,반찬,0,0,"저염리코타치즈
저지방우유 200ml(1컵), 생크림 30g(2큰술), 레몬즙 15g(1큰술)
곤드레단호박크로켓 샐러드
곤드레나물 40g, 단호박 70g(8ⅹ7cm), 달걀 50g(1개), 빵가루 30g(2큰
술), 꿀 15g(1큰술)
곁들임
잎채소 30g
유자꿀 드레싱
유자청 45g(3큰술), 꿀 15g(1큰술), 식초 40ml(2½큰술), 물 30ml(2큰술)",455,37,18,26,311,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00088_1.png,0,0,0,0,0,0
recipe-25,시금치 우유 소스와 그린매쉬드포테이토,찌기,반찬,0,0,"그린매쉬드포테이토
감자 80g(1/2개), 시금치우유 소스 5g(1작은술), 아몬드 2g(1알), 설탕 2g(1/3작은술), 크랜베리 3g, 치커리 약간
시금치우유 소스
시금치 10g, 우유 10g(2작은술)",155,32,5,1,24,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00089_1.png,0,0,0,0,0,0
recipe-26,모과 소스를 곁들인 채소두부,굽기,반찬,0,0,"채소두부
두부 100g(1/3모), 양상추 40g(1장), 방울토마토 40g(4개), 치커리 10g(3줄기), 적양배추 10g(3×3cm), 잣 5g(5알), 새싹채소 15g, 올리브유 15g(1큰술)
모과 드레싱
모과원액 50g(3⅓큰술), 배 30g(1/8개), 식초 35g(2⅓큰술),
레몬즙 20g(1⅓큰술), 설탕 7g(1/2큰술), 청피망 2g(1/3작은술),
빨강 파프리카 2g(1/3작은술)",200,23,9,8,37,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00090_1.png,0,0,0,0,0,0
recipe-27,버섯구이와 두부타르타르 소스,굽기,반찬,0,0,"버섯구이
새송이버섯 70g(7개), 올리브유 10g(2작은술)
곁들임
치커리 10g(3줄기)
두부타르타르 소스
연두부 30g(1/4모), 다진 양파 10g(2작은술), 다진 오이피클 10g(2작은술), 올리브유 2g(1/3작은술), 식초 5g(1작은술), 레몬즙 3g(2/3작은술), 머스터드 3g(2/3작은술), 꿀 2g(1/3작은술), 흰 후추 약간",150,18,8,5,133,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00091_1.png,0,0,0,0,0,0
recipe-28,새우살 두부완자 샐러드와 매실 생강 소스,굽기,반찬,0,0,"새우살 두부완자
두부 60g(1/6모), 새우살 30g(7마리), 빵가루 12g(1큰술), 다진 빨강 파프리카 5g(1작은술), 부추 2g(1줄기), 소금 약간, 올리브유 약간
곁들임
새싹채소 10g, 방울토마토 40g(4개)
매실생강 드레싱
매실액 40g(2⅔큰술), 생강즙 5g(1작은술), 물 20ml(1⅓큰술)",205,14,12,11,130,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00092_1.png,0,0,0,0,0,0
recipe-29,구운채소와 간장레몬 소스,굽기,반찬,0,0,"구운채소
가지 20g(3cm), 호박 50g(1/3개), 새송이버섯 15g(3개)
양파 15g(1/8개), 발사믹크레마 15g(1큰술), 빨강 파프리카 3g(3×1cm), 노랑 파프리카 3g(3×1cm), 청피망 3g(3×1cm), 올리브유 약간
간장 레몬 소스
저염간장 5g(1작은술), 식초 15g(1큰술), 설탕 10g(1큰술), 레몬즙 5g(1작은술)",175,19,4,9,38,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00093_1.png,0,0,0,0,0,0
recipe-30,브로콜리 컬리플라워 샐러드와 두유 요거트 소스,끓이기,반찬,0,0,"브로콜리컬리플라워 샐러드
브로콜리 40g(1/5송이), 컬리플라워 40g(1/3송이), 적양파 10g(2×1cm), 강낭콩 5g(1작은술), 건포도 5알, 호두 1/2알, 소금 약간
두유요거트 소스
두유 50g(3⅓큰술), 플레인요거트 20g(1⅓큰술), 레몬즙 5g(1작은술), 설탕 약간",210,30,9,6,79,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00094_1.png,0,0,0,0,0,0
recipe-31,비빔 메밀냉채,끓이기,일품,0,0,"메밀국수
메밀국수 200g
곁들임
빨강 파프리카 45g(1/3개), 주황 파프리카 45g(1/3개), 당근 20g(5×3×2cm), 오이 20g(4cm), 깻잎 4g(2장), 적양배추 15g(3×2×1cm), 비타민 15g
냉채소스
겨자가루 50g(3⅓큰술), 식초 125g(2/3컵), 설탕 10g(2작은술), 저염간장 10g(2작은술), 소금 약간",355,68,10,5,251,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00056_1.png,0,0,0,0,0,0
recipe-32,약재 소스를 곁들인 닭가슴살롤,굽기,반찬,0,0,"닭가슴살롤
닭가슴살 100g, 우유 100g(1/2컵), 식용유 10g(2작은술)
찹쌀 50g, 참기름 5g(1작은술), 소금 약간
곁들임
은행 6개
약재 소스
밤 20g(2알), 대추 10g(4개), 황기 10g, 감자전분 15g(1큰술), 간장 15g(1큰술), 쌀뜨물 500ml(2½컵), 소금 약간",285,41,21,4,148,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00048_1.png,0,0,0,0,0,0
recipe-33,사과 레몬 대구 구이,굽기,반찬,0,0,"대구구이
대구(손질된 것) 90g(2토막), 밀가루 10g(2작은술), 식용유 10g(2작은술)
사과레몬 소스
사과 50g(1/3개), 레몬즙 25g(1⅔큰술), 후추 약간
곁들임
사과 10g(1/2쪽), 레몬 15g(1쪽)",252,11,23,13,231,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00049_1.png,0,0,0,0,0,0
recipe-34,유자 소스 동태살 구이,굽기,반찬,0,0,"동태살 구이
동태살 60g(2토막), 올리브유 8g(1⅔작은술), 식초 10g(2작은술), 바질 약간, 달걀 60g(1개)
곁들임
청피망 10g(1/8개), 홍피망 10g(1/8개), 미니새송이버섯 20g(2개), 양파 20g(1/6개), 당근 10g(5×3×1cm), 호박 10g(폭5×두께1cm), 올리브유 약간
유자 소스
유자청 20g(1⅓큰술), 물 10ml(2작은술)
발사믹 소스
발사믹식초 20g(1⅓큰술), 물 10ml(2작은술)",205,17,18,7,99,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00050_1.png,0,0,0,0,0,0
recipe-35,비네그레트 드레싱을 이용한 관자요리,굽기,반찬,0,0,"관자구이
조개관자 100g(3개), 그린올리브 10g(2개)
비네그레트 드레싱
올리브유 15g(1큰술), 레몬즙 10g(2작은술), 다진 마늘 5g(1쪽), 빨강 파프리카 10g(1/10개), 노랑 파프리카 10g(1/10개), 청 피망 10g(1/8개), 양파 10g(1/8개), 홍초 7g(1/2큰술), 설탕 5g(1작은술), 핫소스 5g(1작은술), 흰 후추 약간, 바질 약간",265,17,38,5,388,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00051_1.png,0,0,0,0,0,0
recipe-36,곤드레도우와 레몬허니 소스 피자,굽기,일품,0,0,"토핑
곤드레나물 30g, 피자치즈 30g(2큰술), 리코타치즈 100g, 파인애플 40g(링1/2개), 단호박 50g(8×5cm), 느타리버섯 50g(6가닥), 올리브유 약간
곤드레도우
곤드레나물 20g, 중력분 150g, 따뜻한 물 80ml(5⅓큰술)
레몬허니 소스
꿀 30g(2큰술), 레몬즙 15g(1큰술)",905,150,40,16,336,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00052_1.png,0,0,0,0,0,0
recipe-37,청국장 실곤약 파스타,볶기,일품,0,0,"실곤약 국수
실곤약 150g, 노랑 파프리카 20g(1/6개), 빨강 파프리카 20g(1/6개), 당근 20g(5×3×2cm), 느타리버섯 20g(3가닥), 청고추 6g(1/2개), 방울토마토 20g(2개)
실곤약 양념
청국장가루 3g(2/3작은술), 올리브유 10g(2작은술), 다진 마늘 5g(1작은술), 저염간장 6g(1작은술), 후추약간
곁들임
새싹채소 6g, 어린잎채소 2g",110,15,3,4,150,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00053_1.png,0,0,0,0,0,0
recipe-38,고소하고 담백한 너트국수,끓이기,일품,0,0,"콩국물
검은콩 120g(1컵), 땅콩 30g(15알), 참깨 10g(2작은술), 잣 20g(20알),
물 450ml(2¼컵) 또는 콩삶은 물 450ml(2¼컵)
국수반죽
중력분 250g, 물 75ml(5큰술), 소금 약간
고명
달걀 50g(1개), 오이 20g(1/7개), 방울토마토 30g(3개)",505,89,22,7,240,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00054_1.png,0,0,0,0,0,0
recipe-39,메밀꽃 필 국수,끓이기,일품,0,0,"메밀국수
마른메밀국수 70g
튀김
마 50g(5×5cm), 호박고구마 50g(1/3개), 메밀가루 약간, 식용유 200ml
멸치육수
무 125g(5×5×4cm, 3조각), 다시마 20g(10×10cm, 2조각), 멸치 20g(8마리), 사과 50g(1/4개), 배 50g(1/5개), 양파 50g(1/3개), 마늘 10g(2쪽), 저염간장 20g(1⅓큰술), 감초액 15g(1큰술), 유부 약간
고명
홍고추 3g(1/4개), 대파 약간",370,68,9,7,178,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00055_1.png,0,0,0,0,0,0
recipe-40,적양배추 순두부 푸딩,끓이기,후식,0,0,"순두부 푸딩
순두부 50g(1/6봉지), 우유 75g(5큰술), 생크림 25g(1⅔큰술), 꿀 35g(2⅓큰술), 판젤라틴 2장, 바닐라에센스 약간
적양배추 푸딩
적양배추 100g(10×5cm 8장), 꿀 35g(2⅓ 큰술), 판젤라틴 2장
라즈베리 소스
라즈베리 8g(1큰술), 설탕 50g(5큰술), 물 100ml(1/2컵)
곁들임
애플민트 약간",500,88,12,11,192,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00106_1.png,0,0,0,0,0,0
recipe-41,청포묵을 이용한 사과오렌지 젤리,끓이기,후식,0,0,"사과오렌지 젤리
사과 200g(1개), 오렌지 200g(1개), 청포묵 가루 30g(2큰술), 물 100ml(1/2컵),
플레인 요거트 100g(1개)",150,22,7,4,105,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00107_1.png,0,0,0,0,0,0
recipe-42,오렌지 당근펀치,기타,후식,0,0,"오렌지 당근펀치
당근 100g(1/2개), 오렌지 100g(1/2개), 물 50ml(1/4컵)",60,14,1,0,76,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00108_1.png,0,0,0,0,0,0
recipe-43,누룽지 요거트 파르페,기타,후식,0,0,"누룽지
밥 210g(1공기)
요거트파르페
오렌지 40g(1/5개), 사과 30g(1/5개), 요거트 200g(1컵), 블루베리 30g(2큰술)",360,79,6,2,66,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00109_1.png,0,0,0,0,0,0
recipe-44,채소 자장면,끓이기,일품,0,0,"중화면 200g 소스
감자 80g(1/2개), 양파 80g(1/3개), 애호박 30g(1/2개), 검은콩 2g(1/2작은술), 새송이버섯 30g(3개), 옥수수통조림 10g(2작은술), 설탕 20g(1½큰술), 저염간장 15g(1큰술), 자장분말 30g(2큰술), 녹말가루 30g(2큰술)
장식
오이 30g(1/5개), 완두콩 10g(2작은술)",122.2,18.1,3.4,4,69.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00110_1.png,0,0,0,0,0,0
recipe-45,칠곡석류국수,끓이기,일품,0,0,"주재료
소면 160g, 저염소금 4g(1작은술), 식초 8g(1/2작은술)
소스
석류 200g(1/2개)
장식
잣 4g(1작은술), 아몬드 4g(1작은술), 해바라기씨 4g(1작은술), 호두 4g(1작은술), 호박씨 4g(1작은술), 오이 20g(1/4개)",73.4,12.7,2.1,1.6,12.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00111_1.png,0,0,0,0,0,0
recipe-46,세 가지 소스의 파스타,끓이기,일품,0,0,"주재료
스파게티(삶은 것) 160g, 올리브오일 10g
근대소스
근대 60g(1/2개), 마늘 10g(2개), 양파 40g(1/4개), 올리브오일 10g, 생크림 80g
흑임자 연두부소스
생크림 80g, 흑임자 2g, 연두부 40g(1/10모)
파프리카 토마토소스
홍파프리카 100g(1/2개), 마늘 10g(2개), 양파 40g(1/4개), 토마토 60g(1/2개), 올리브오일 10g, 우유 200g(1컵)",214.9,20.1,4.9,12.8,24.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00112_1.png,0,0,0,0,0,0
recipe-47,블랙빈 곤약국수,끓이기,일품,0,0,"주재료
실곤약 440g, 검은콩 70g, 볶은 흑임자 6g(1작은술), 호두 6g(1알)
장식
오이 20g(1/8개), 토마토 50g(1/2개), 달걀 50g(1개)",54.3,4.9,3.4,2.4,18.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00113_1.png,0,0,0,0,0,0
recipe-48,닭가슴살 브로콜리 만두,찌기,일품,0,0,"주재료
만두피 4g(2장), 브로콜리 100g(1/4개), 숙주 100g, 표고버섯 20g(2개), 닭 가슴살 100g, 참기름 2g(1/2작은술), 저염간장 4g(1작은술), 소금 0.5g, 후춧가루 0.1g",123.2,19,8.4,1.5,167.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00114_1.png,0,0,0,0,0,0
recipe-49,구운고등어 & 감자수제비 파스타,볶기,일품,0,0,"주재료
감자 300g(2개), 시금치 40g, 비트 20g(1/4개), 오징어먹물 2g(1/2작은술), 밀가루 200g(1컵), 달걀 120g(2개), 올리브오일 10g(2작은술)
소스
버터10g ,다진 양파 40g(1/4개), 생크림 300g(1½컵), 우유 200g(1컵), 넛맥 0.2g, 파마산치즈가루 30g(2큰술), 후춧가루 2g
구운고등어
고등어 600g(1마리), 올리브오일 10g",197.9,15.6,10.3,10.5,55.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00115_1.png,0,0,0,0,0,0
recipe-50,두유 파스타,끓이기,일품,0,0,"주재료 페투치네 120g 소스
올리브오일 2g, 양파 40g(1/4개), 두유 400g(2컵), 흰 후춧가루 5g(1작은술)
장식
파마산치즈가루 30g(2큰술), 실파 2g, 마늘 40g(8개)",134.9,19.7,4.7,4.2,108.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00116_1.png,0,0,0,0,0,0
recipe-51,김치필라프 크런치롤,튀기기,후식,0,0,"주재료
김치 10g, 달걀 150g(3개), 베이컨 20g(2장), 빵가루 15g(1큰술), 적채 5g, 밀가루 5g(1작은술), 쌀밥 80g(1/3컵), 양상추 35g(1/6개), 양파 10g, 치즈 18g(1장), 소시지 20g
소스
설탕 1g, 식초 1g, 저염간장 3g(1/2개), 유자청 1g, 다진 청고추 2.5g, 다진 홍고추 2.5g",173,14.9,6.4,9.7,304.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00129_1.png,0,0,0,0,0,0
recipe-52,굴 쌈밥,굽기,밥,0,0,"굴영양쌈밥
찹쌀 30g(2큰술), 멥쌀 15g(1큰술), 밤 10g(2개), 대추 2g(1개),
은행 3g(1개), 단호박 10g, 깻잎 2g(2장), 건다시마 0.5g, 굴 30g(5개)
배추김치말이
배추김치 10g, 저염햄 5g, 저염치즈 10g(1/2장), 홍고추 5g(1/2개)
쌈장소스
된장 2g, 고추장 1g, 다시마물 8g(1½작은술), 들깨가루 2g, 땅콩가루 1g, 다진 청양고추 1g, 다진 파 0.5g, 물엿 0.5g",141.5,23.3,5.4,2.9,168.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00130_1.png,0,0,0,0,0,0
recipe-53,함초 냉이 국수,끓이기,일품,0,0,"주재료 소면 50g 육수
함초 3g(1/2작은술), 노루궁뎅이버섯 25g(1/2개), 다시마 17g(15cm), 파 140g(1/2개), 양파 150g(1/2개), 무 250g(1/3개),
모시조개 150g(3/4컵), 냉이 35g, 간장 30g(2큰술)
장식
달걀 50g(1개), 청고추 20g(1개), 실고추 2g",35.8,7.1,1.8,0,34.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00131_1.png,0,0,0,0,0,0
