recipe_id,recipe_name,user_id,rating
recipe-652,방울토마토를 곁들인 너비아니구이와 쌈밥,user-1,0
recipe-666,미나리오므라이스,user-1,2
recipe-668,딸기소스닭가슴살채소무침,user-1,2
recipe-676,두릅비빔밥과 두부고추장양념,user-1,0
recipe-716,낙지브로콜리볶음,user-1,1
recipe-731,쪽갈비구이,user-1,2
recipe-734,명란프리타타,user-1,2
recipe-738,웰빙꼬치,user-1,2
recipe-739,매운닭날개구이,user-1,2
recipe-740,웰빙카레죽,user-1,0
recipe-755,리코타치즈 카프레제,user-1,0
recipe-756,연두부 카프레제,user-1,1
recipe-757,시금치크림치즈 빵,user-1,1
recipe-783,토마토 채소 계란찜,user-1,1
recipe-802,메밀면 샐러드,user-1,0
recipe-830,구운 닭고기 샐러드와 저나트륨 과일 드레싱,user-1,1
recipe-841,과일퓨레수제함박스테이크,user-1,2
recipe-850,두부 해산물 꼬치구이,user-1,2
recipe-863,닭고기 찰깨빵,user-1,0
recipe-903,에멘탈 치즈 퐁듀,user-1,1
recipe-964,서양식 달걀찜(시금치 퀴시),user-1,2
recipe-986,과일과 해산물을 곁들인 야채 전병,user-1,1
recipe-1013,방울토마토 소박이,user-1,1
recipe-1026,모과 소스를 곁들인 채소두부,user-1,0
recipe-1028,새우살 두부완자 샐러드와 매실 생강 소스,user-1,1
recipe-1037,청국장 실곤약 파스타,user-1,0
recipe-1038,고소하고 담백한 너트국수,user-1,0
recipe-1066,치즈 크러스트 튜나,user-1,0
recipe-1072,발사믹 비네그레트를 이용한 쿠스쿠스 샐러드,user-1,0
recipe-1080,와인두부를 이용한 저염 치즈 요거트 카나페,user-1,1
recipe-1103,버섯샐러드,user-1,1
recipe-1112,검은콩국수,user-1,0
recipe-1130,배숙구이,user-1,0
recipe-1133,토마토소고기장조림,user-1,0
recipe-1136,삼겹살꼬치구이,user-1,2
recipe-1152,냉토마토파스타,user-1,0
recipe-1175,콩고기샐러드,user-1,1
recipe-1180,닭갈비볶음면,user-1,2
recipe-1234,토마토카레 채소볶음밥,user-1,1
recipe-1268,샐러드돈가스,user-1,1
recipe-1282,토마토오리볶음,user-1,1
recipe-1290,고등어카레탕수,user-1,1
recipe-1301,망고샐러드,user-1,0
recipe-49,구운고등어 & 감자수제비 파스타,user-1,0
recipe-56,참치해초비빔밥 & 비트절임,user-1,0
recipe-71,비트를 곁들인 돼지 구이,user-1,0
recipe-86,동태 백김치 말이,user-1,0
recipe-88,비트물김치,user-1,1
recipe-101,민들레 샐러드,user-1,0
recipe-106,초계탕과 사색곤약,user-1,2
recipe-283,토마토두루치기,user-1,1
recipe-292,비트양파김치,user-1,0
recipe-426,비트 알리오올리오,user-1,2
recipe-471,비트무절임,user-1,1
recipe-482,닭가슴살카나페,user-1,0
recipe-543,삼색채소 냉파스타,user-1,2
recipe-544,새우보리죽 고등어스테이크,user-1,2
recipe-575,더덕비트물김치,user-1,1
recipe-607,연어비트 절임샐러드,user-1,1
recipe-657,관자버터구이,user-1,1
recipe-742,닭가슴살 두부선,user-1,2
recipe-747,고구마 찰 빵,user-1,2
recipe-843,비트 단호박 파스타,user-1,2
recipe-865,허브 마리네이드 참치 샐러드,user-1,0
recipe-996,발사믹과 로즈마리로 향을 낸 오븐구이 야채,user-1,2
recipe-1049,구운고등어 & 감자수제비 파스타,user-1,0
recipe-1056,참치해초비빔밥 & 비트절임,user-1,2
recipe-1071,비트를 곁들인 돼지 구이,user-1,2
recipe-1086,동태 백김치 말이,user-1,2
recipe-1088,비트물김치,user-1,0
recipe-1101,민들레 샐러드,user-1,1
recipe-1106,초계탕과 사색곤약,user-1,2
recipe-1283,토마토두루치기,user-1,0
recipe-1292,비트양파김치,user-1,0
recipe-46,세 가지 소스의 파스타,user-1,2
recipe-47,블랙빈 곤약국수,user-1,2
recipe-62,월남쌈우동면 & 저염토마토소스,user-1,2
recipe-75,삼겹살 토마토 로메스코소스,user-1,1
recipe-76,머쉬룸 치킨 브리또,user-1,0
recipe-78,라따뚜이 고구마 스틱과 수란의 만남,user-1,0
recipe-93,고추장 라따뚜이,user-1,2
recipe-95,감자전  피자,user-1,0
recipe-96,치킨 화이타,user-1,1
recipe-98,아보카도샐러드 & 병아리콩 그라탕,user-1,1
recipe-102,토마토 가지 카프레제,user-1,0
recipe-113,겨자소스로 구운 산마샐러드,user-1,0
recipe-127,토마토스프파스타,user-1,1
recipe-129,오징어구이,user-1,2
recipe-134,토마토소고기찜,user-1,1
recipe-140,라이스버거떡갈비,user-1,0
recipe-148,새우와스테이크,user-1,2
recipe-154,닭고기스테이크,user-1,0
recipe-176,퀴노아닭가슴살샐러드,user-1,2
recipe-177,바나나크림파스타,user-1,2
recipe-182,로제소스라면,user-1,1
recipe-197,새콤한연어샐러드,user-1,0
recipe-200,세가지샐러드,user-1,1
recipe-211,닭가슴살현미스테이크,user-1,0
recipe-214,연어오븐구이,user-1,1
recipe-223,콩비지포카치아 샌드위치,user-1,2
recipe-225,해물아란치니,user-1,2
recipe-240,참치비빔밥롤,user-1,1
recipe-260,삼색샌드위치,user-1,2
recipe-263,스테이크카나페,user-1,0
recipe-264,꽃밥,user-1,1
recipe-273,닭고기채소스파게티,user-1,2
recipe-285,대하조림,user-1,1
recipe-302,토마토젤리,user-1,0
recipe-312,가지토마토구이,user-1,0
recipe-313,함박스테이크,user-1,0
recipe-321,카레닭 룰라이드,user-1,1
recipe-324,토마토주스를곁들인컵토마토,user-1,0
recipe-331,닭가슴살 스테이크,user-1,1
recipe-345,동태살 채소 말이,user-1,2
recipe-347,미트소스로 속을 채운 크로켓과 바질,user-1,0
recipe-350,구운 두부 위에 올린 모듬 채소구이와 발사믹 소스,user-1,2
recipe-354,카레가자미조림,user-1,2
recipe-355,타콤소스닭조림,user-1,1
recipe-356,토마토콩조림,user-1,1
recipe-357,관자해장국,user-1,1
recipe-364,해물토마토김치찌개,user-1,2
recipe-388,깻잎 페스토를 곁들인 백김치 떡갈비,user-1,1
recipe-392,타르타르 소스를 곁들인 라이스버거,user-1,0
recipe-404,토마토요구르트된장국,user-1,0
recipe-429,폴렌타 샐러드,user-1,0
recipe-433,고추장 참치 카프레제,user-1,1
recipe-442,토마토라면,user-1,1
recipe-445,김말이두부스테이크,user-1,1
recipe-450,닭가슴살리조또,user-1,0
recipe-460,감자무스를 곁들인 버섯 새우 스테이크,user-1,1
recipe-479,가지연어구이,user-1,2
recipe-511,고구마의 달콤함을 품은 드라이 커리,user-1,2
recipe-516,닭고기라이스롤,user-1,2
recipe-519,소고기꼬치구이,user-1,2
recipe-521,토마토덮밥,user-1,1
recipe-524,백김치닭살샐러드,user-1,2
recipe-535,두부스테이크,user-1,0
recipe-537,먹물소스를 곁들인 토마토피클,user-1,2
recipe-540,봄날의 연못,user-1,2
recipe-541,산나물 유부초밥,user-1,2
recipe-553,오징어채소말이와 치킨양념소스,user-1,2
recipe-576,연어허브스테이크,user-1,2
recipe-586,허브닭스테이크,user-1,1
recipe-592,속채운대저토마토백김치,user-1,1
recipe-596,룰룰랄라,user-1,1
recipe-597,매실소스를 곁들인 돼지고기만두,user-1,2
recipe-631,미니밥버거,user-1,0
recipe-632,파프리카볶음밥,user-1,0
recipe-633,리코타치즈돈가스,user-1,1
recipe-636,오징어토마토초무침,user-1,2
recipe-642,토마토소스닭갈비,user-1,1
recipe-644,두유 마 떡갈비,user-1,1
recipe-645,떡갈비와 미니잡곡밥,user-1,0
recipe-646,리코타소스 연어샐러드,user-1,2
recipe-650,미역소스와 타르타르,user-1,2
recipe-651,발사믹소스를 곁들인 오리스테이크,user-1,2
recipe-656,복분자소스를 곁들인 닭테린,user-1,2
recipe-673,꽃게살국,user-1,0
recipe-679,토마토떡볶이,user-1,2
recipe-680,소고기채소볶음,user-1,1
recipe-691,닭고기파스타,user-1,0
recipe-692,동글동글도넛,user-1,1
recipe-696,두부곤약파스타,user-1,0
recipe-698,라따뚜이,user-1,2
recipe-719,사과소스폭찹,user-1,2
recipe-729,로제파스타,user-1,1
recipe-730,가지라따뚜이,user-1,2
recipe-733,실곤약냉파스타,user-1,0
recipe-772,곤약 가스,user-1,1
recipe-773,"삼색나물, 토마토양념장",user-1,2
recipe-778,치아바타 피자빵,user-1,0
recipe-779,코코넛워터 토마토카레,user-1,0
recipe-795,한우굴라쉬,user-1,2
recipe-808,닭고기 바비큐,user-1,1
recipe-817,쇠고기 스튜,user-1,0
recipe-818,양송이버섯과 포도주스를 가미한 등심구이,user-1,0
recipe-820,새우살토마토스튜,user-1,0
recipe-825,요거트 파슬리소스를 곁들인 닭고기구이,user-1,2
recipe-836,지중해 소스를 곁들인 도미스테이크,user-1,0
recipe-846,꽁치 양념구이,user-1,1
recipe-847,꽃게강정,user-1,1
recipe-857,오징어말이 케첩조림,user-1,2
recipe-878,감자피자,user-1,2
recipe-879,감자를 곁들인 야채스튜,user-1,0
recipe-889,대구 크림스튜,user-1,1
recipe-891,돼지고기 토마토 두부볶음,user-1,0
recipe-893,미니버거,user-1,1
recipe-911,펜네 파스타 샐러드,user-1,1
recipe-912,해산물 옥수수 오븐구이,user-1,0
recipe-946,누룽지 피자,user-1,0
recipe-948,두부 샌드위치,user-1,2
recipe-951,레몬이 들어간 새우 케밥,user-1,0
recipe-952,롤피자,user-1,1
recipe-966,수퍼 브리또,user-1,0
recipe-969,야채 오믈렛,user-1,1
recipe-970,인도식만두구이(사모사),user-1,1
recipe-972,중국식 바비큐 폭립,user-1,1
recipe-984,토마토소스 달걀볶음,user-1,1
recipe-988,나스와 샐러드,user-1,2
recipe-998,토마토 쇠고기,user-1,0
recipe-1046,세 가지 소스의 파스타,user-1,0
recipe-1047,블랙빈 곤약국수,user-1,0
recipe-1062,월남쌈우동면 & 저염토마토소스,user-1,2
recipe-1075,삼겹살 토마토 로메스코소스,user-1,0
recipe-1076,머쉬룸 치킨 브리또,user-1,0
recipe-1078,라따뚜이 고구마 스틱과 수란의 만남,user-1,0
recipe-1093,고추장 라따뚜이,user-1,1
recipe-1095,감자전  피자,user-1,0
recipe-1096,치킨 화이타,user-1,1
recipe-1098,아보카도샐러드 & 병아리콩 그라탕,user-1,1
recipe-1102,토마토 가지 카프레제,user-1,1
recipe-1113,겨자소스로 구운 산마샐러드,user-1,1
recipe-1127,토마토스프파스타,user-1,0
recipe-1129,오징어구이,user-1,2
recipe-1134,토마토소고기찜,user-1,1
recipe-1140,라이스버거떡갈비,user-1,1
recipe-1148,새우와스테이크,user-1,1
recipe-1154,닭고기스테이크,user-1,2
recipe-1176,퀴노아닭가슴살샐러드,user-1,2
recipe-1177,바나나크림파스타,user-1,0
recipe-1182,로제소스라면,user-1,0
recipe-1197,새콤한연어샐러드,user-1,2
recipe-1200,세가지샐러드,user-1,1
recipe-1211,닭가슴살현미스테이크,user-1,0
recipe-1214,연어오븐구이,user-1,2
recipe-1223,콩비지포카치아 샌드위치,user-1,2
recipe-1225,해물아란치니,user-1,1
recipe-1240,참치비빔밥롤,user-1,2
recipe-1260,삼색샌드위치,user-1,1
recipe-1263,스테이크카나페,user-1,1
recipe-1264,꽃밥,user-1,2
recipe-1273,닭고기채소스파게티,user-1,0
recipe-1285,대하조림,user-1,1
recipe-1302,토마토젤리,user-1,2
recipe-64,닭가슴살 오꼬노미야끼,user-1,1
recipe-508,아삭한 숙주로 볶아 더 건강한 오리 볶음밥,user-1,1
recipe-1064,닭가슴살 오꼬노미야끼,user-1,1
recipe-117,오징어김치찌개,user-1,1
recipe-120,나가사키부대찌개,user-1,1
recipe-121,삼계부대찌개,user-1,0
recipe-122,쑥갓부대찌개,user-1,1
recipe-171,민어매운탕,user-1,2
recipe-179,황태포당면국수,user-1,0
recipe-360,대구지리탕,user-1,0
recipe-400,삼색묵냉국,user-1,2
recipe-458,쑥을 곁들인 삼색 단호박 어만두,user-1,0
recipe-466,맑은 부대찌개,user-1,0
recipe-467,비지감자탕,user-1,1
recipe-478,봄나물밥,user-1,1
recipe-669,쑥호두달걀말이,user-1,2
recipe-703,설렁탕쑥떡볶이,user-1,2
recipe-767,새뱅이찌개,user-1,0
recipe-780,코다리 뿌리채소 들깨탕,user-1,2
recipe-785,바지락가자미완탕국,user-1,0
recipe-837,해산물 샤브샤브,user-1,1
recipe-925,영양 달걀찜,user-1,2
recipe-1117,오징어김치찌개,user-1,1
recipe-1120,나가사키부대찌개,user-1,0
recipe-1121,삼계부대찌개,user-1,2
recipe-1122,쑥갓부대찌개,user-1,0
recipe-1171,민어매운탕,user-1,0
recipe-1179,황태포당면국수,user-1,1
recipe-23,스트로베리 샐러드,user-1,2
recipe-51,김치필라프 크런치롤,user-1,1
recipe-185,유자샐러드라면,user-1,0
recipe-204,백김치주꾸미샐러드,user-1,2
recipe-208,생선카레튀김,user-1,0
recipe-210,주꾸미샐러드,user-1,0
recipe-434,고추장 감자 샐러드,user-1,0
recipe-538,묵은지고등어와 새우말이꼬치,user-1,0
recipe-549,과일겨자채,user-1,0
recipe-749,유린기,user-1,0
recipe-956,양상추샐러드 & 과일드레싱,user-1,1
recipe-1023,스트로베리 샐러드,user-1,0
recipe-1051,김치필라프 크런치롤,user-1,0
recipe-1185,유자샐러드라면,user-1,1
recipe-1204,백김치주꾸미샐러드,user-1,1
recipe-1208,생선카레튀김,user-1,2
recipe-1210,주꾸미샐러드,user-1,0
recipe-4,두부 곤약 나물 비빔밥,user-2,0
recipe-5,저염 간장을 이용한 닭개장 비빔밥,user-2,2
recipe-7,해물 채소장을 넣은 곰취 쌈밥,user-2,0
recipe-18,저염 된장으로 맛을 낸 황태해장국,user-2,1
recipe-37,청국장 실곤약 파스타,user-2,2
recipe-39,메밀꽃 필 국수,user-2,2
recipe-51,김치필라프 크런치롤,user-2,2
recipe-52,굴 쌈밥,user-2,0
recipe-53,함초 냉이 국수,user-2,1
recipe-54,흑두부 버섯비빔밥,user-2,1
recipe-55,하수오 구기자 밥 & 참나물 양념장,user-2,1
recipe-56,참치해초비빔밥 & 비트절임,user-2,2
recipe-57,유자 묵화반,user-2,1
recipe-59,된장 두부찌개,user-2,1
recipe-60,부대된장찌개,user-2,2
recipe-61,청국장 가루 된장찌개,user-2,1
recipe-65,제육볶음 또띠아 피자,user-2,2
recipe-70,양배추감자전,user-2,1
recipe-71,비트를 곁들인 돼지 구이,user-2,2
recipe-75,삼겹살 토마토 로메스코소스,user-2,1
recipe-79,누룽지 카나페,user-2,2
recipe-81,돌나물 샐러드,user-2,1
recipe-82,유자 얼갈이 배추김치,user-2,0
recipe-84,단호박 들깨 꽁치조림,user-2,1
recipe-85,카레장,user-2,0
recipe-87,꽈리고추 명태찜,user-2,1
recipe-88,비트물김치,user-2,1
recipe-90,사과진피 코다리조림,user-2,1
recipe-93,고추장 라따뚜이,user-2,0
recipe-94,깻잎 두부 참치 말이,user-2,0
recipe-96,치킨 화이타,user-2,2
recipe-98,아보카도샐러드 & 병아리콩 그라탕,user-2,1
recipe-101,민들레 샐러드,user-2,2
recipe-114,닭고기김치찌개,user-2,2
recipe-115,완자김치찌개,user-2,0
recipe-116,백김치콩비지찌개,user-2,0
recipe-117,오징어김치찌개,user-2,0
recipe-119,맑은부대찌개,user-2,2
recipe-120,나가사키부대찌개,user-2,2
recipe-121,삼계부대찌개,user-2,2
recipe-122,쑥갓부대찌개,user-2,0
recipe-123,들깨순두부찌개,user-2,0
recipe-124,백태순두부찌개,user-2,2
recipe-125,버섯순두부찌개,user-2,2
recipe-126,토란순두부찌개,user-2,0
recipe-129,오징어구이,user-2,1
recipe-133,토마토소고기장조림,user-2,2
recipe-136,삼겹살꼬치구이,user-2,2
recipe-140,라이스버거떡갈비,user-2,0
recipe-141,고추김치,user-2,2
recipe-160,오이냉국을 곁들인 오색쌈밥,user-2,1
recipe-165,표고버섯 감자찜,user-2,0
recipe-168,감자느타리버섯국,user-2,0
recipe-169,강된장부추비빔밥,user-2,2
recipe-170,햇밀완두콩수제비,user-2,2
recipe-171,민어매운탕,user-2,2
recipe-173,양배추롤,user-2,0
recipe-178,산채쌀파스타,user-2,2
recipe-179,황태포당면국수,user-2,0
recipe-180,닭갈비볶음면,user-2,2
recipe-181,오색볶음면,user-2,0
recipe-186,주꾸미머리순대,user-2,1
recipe-187,매실동치미,user-2,0
recipe-188,조기까스,user-2,0
recipe-189,돼지머리수육맑은전골,user-2,0
recipe-190,파인애플볶음밥,user-2,1
recipe-193,뿌리채소두부선,user-2,1
recipe-194,사과장아찌,user-2,1
recipe-195,해물들깨탕,user-2,0
recipe-196,참외깍두기,user-2,2
recipe-198,논우렁순무섞박지,user-2,1
recipe-199,코다리맑은탕,user-2,1
recipe-201,애호박들깨볶음,user-2,2
recipe-204,백김치주꾸미샐러드,user-2,2
recipe-210,주꾸미샐러드,user-2,2
recipe-218,음메꼬꼬돌돌,user-2,2
recipe-229,대하 마늘볶음밥,user-2,0
recipe-233,해물볶음밥,user-2,2
recipe-236,깐풍주먹밥,user-2,1
recipe-238,봄주먹밥,user-2,0
recipe-240,참치비빔밥롤,user-2,2
recipe-243,오징어불고기김밥,user-2,0
recipe-247,삼색소면,user-2,1
recipe-248,돼지수육맑은전골,user-2,1
recipe-250,열무김치파스타,user-2,2
recipe-251,해초갈비찜,user-2,0
recipe-252,버섯곤드레밥,user-2,1
recipe-254,주꾸미연포탕,user-2,0
recipe-255,함초소고기말이,user-2,0
recipe-257,근채류주먹밥,user-2,2
recipe-274,계만두,user-2,0
recipe-279,단호박제육볶음,user-2,0
recipe-280,버섯콩불고기,user-2,0
recipe-282,토마토오리볶음,user-2,2
recipe-283,토마토두루치기,user-2,2
recipe-284,검은콩피시볼조림,user-2,1
recipe-288,황태두부무국,user-2,2
recipe-289,삼합잡채,user-2,1
recipe-292,비트양파김치,user-2,0
recipe-294,곤약냉잡채,user-2,1
recipe-295,미역 닭가슴살전,user-2,2
recipe-296,두가지묵샐러드,user-2,0
recipe-298,장어찜,user-2,1
recipe-313,함박스테이크,user-2,1
recipe-325,해산물 훈제연어롤,user-2,2
recipe-340,레몬폰즈 소스와 부추 무채 두부 샐러드,user-2,2
recipe-342,꼬막 달래 된장 무침,user-2,2
recipe-343,양송이 두부 구이,user-2,1
recipe-344,베이컨 가지 말이,user-2,2
recipe-346,고등어 찜,user-2,0
recipe-349,비지를 넣은 쇠고기말이 구이,user-2,0
recipe-352,두부곤약조림,user-2,0
recipe-353,아귀나가사키조림,user-2,0
recipe-354,카레가자미조림,user-2,1
recipe-357,관자해장국,user-2,2
recipe-360,대구지리탕,user-2,2
recipe-361,양지해장국,user-2,0
recipe-362,토마토돼지고기해장국,user-2,2
recipe-364,해물토마토김치찌개,user-2,2
recipe-365,버섯 두유 소스 볶음,user-2,2
recipe-367,매실 소스를 곁들인 돼지사태 채소볶음,user-2,1
recipe-370,토마토 장조림,user-2,2
recipe-374,소금물에 찐 시금치 두부선,user-2,2
recipe-377,화려한 다시마 쌈,user-2,0
recipe-389,단호박 참치 더덕말이,user-2,1
recipe-390,흑초 고추장소스를 곁들인 두부스테이크,user-2,1
recipe-391,로제 저염 고추장 소스를 곁들인 햄 참치말이,user-2,1
recipe-394,햄과 참치를 이용한 전류,user-2,1
recipe-396,검은콩보리된장찌개,user-2,2
recipe-397,단호박배추된장국,user-2,1
recipe-398,된장냉국,user-2,0
recipe-399,들깨된장육개장,user-2,2
recipe-400,삼색묵냉국,user-2,2
recipe-401,샤브된장국,user-2,0
recipe-402,완자된장국,user-2,0
recipe-403,산나물된장찌개,user-2,0
recipe-404,토마토요구르트된장국,user-2,1
recipe-405,굴림만두된장국,user-2,2
recipe-408,갯벌의 여왕 모시조개의 달콤한 유혹,user-2,1
recipe-412,검은깨 두부 안심 스테이크,user-2,1
recipe-414,와인 소스를 곁들인 삼겹살 스테이크,user-2,1
recipe-422,삼색 닭 만둣국,user-2,1
recipe-423,된장비빔밥,user-2,1
recipe-428,볶음밥 만두,user-2,2
recipe-433,고추장 참치 카프레제,user-2,2
recipe-434,고추장 감자 샐러드,user-2,2
recipe-442,토마토라면,user-2,2
recipe-446,연어롤샐러드,user-2,1
recipe-448,한입꼬치구이,user-2,2
recipe-450,닭가슴살리조또,user-2,0
recipe-454,강황고구마밥,user-2,0
recipe-455,된장시금치옹심이,user-2,0
recipe-457,속이 비치는 곤드레 새우만두,user-2,2
recipe-465,매생이순두부탕,user-2,2
recipe-466,맑은 부대찌개,user-2,0
recipe-467,비지감자탕,user-2,0
recipe-468,양배추한방김치,user-2,1
recipe-469,겨자 오이고추소박이,user-2,1
recipe-473,블루베리 물김치,user-2,2
recipe-474,포도 백김치피클,user-2,0
recipe-475,감귤 김치,user-2,1
recipe-478,봄나물밥,user-2,0
recipe-486,간장아귀찜,user-2,1
recipe-491,불고기덮밥,user-2,2
recipe-493,간편콩국수,user-2,0
recipe-494,모듬해물찜,user-2,2
recipe-498,브로콜리스프,user-2,2
recipe-509,수제 저염 간장으로 맛을 낸 떡갈비와 오색견과류 영양밥,user-2,0
recipe-513,삼색 더덕 초밥,user-2,1
recipe-515,실곤약팟타야,user-2,2
recipe-527,바지락실곤약파스타,user-2,2
recipe-533,도라지 유자청생채,user-2,0
recipe-550,콜라비물김치,user-2,0
recipe-553,오징어채소말이와 치킨양념소스,user-2,0
recipe-555,개조개구이,user-2,2
recipe-556,톳비빔밥과 버섯고추장양념,user-2,0
recipe-558,홍합 쌀옹심이국,user-2,2
recipe-560,꼬막떡꼬치구이,user-2,2
recipe-561,물파래콩전,user-2,2
recipe-563,토마토김치,user-2,0
recipe-565,가지겉절이,user-2,0
recipe-566,저염 동치미,user-2,2
recipe-570,맑은육개장,user-2,1
recipe-571,주꾸미보양샐러드,user-2,1
recipe-574,두부채소샐러드,user-2,1
recipe-575,더덕비트물김치,user-2,1
recipe-580,콩가루비빔밥,user-2,0
recipe-591,겨자소스를 곁들인 새우롤과 전복샐러드,user-2,2
recipe-594,들깨죽,user-2,1
recipe-601,바다완자탕,user-2,1
recipe-608,가지나물냉국,user-2,1
recipe-609,수삼매운닭찜,user-2,1
recipe-611,별미병어조림,user-2,1
recipe-615,수박껍질풋고추볶음,user-2,0
recipe-620,근대쌈밥과 멸치견과류쌈장,user-2,1
recipe-621,장어조림,user-2,0
recipe-623,된장삼치구이,user-2,2
recipe-626,치자연근물김치,user-2,0
recipe-634,삼겹살부추찜,user-2,0
recipe-636,오징어토마토초무침,user-2,0
recipe-637,들깨칼국수,user-2,1
recipe-638,소고기채소불고기,user-2,2
recipe-639,숙주라면,user-2,0
recipe-641,과일갈비찜,user-2,0
recipe-642,토마토소스닭갈비,user-2,2
recipe-643,골뱅이과일무침,user-2,2
recipe-654,배추관자카나페,user-2,2
recipe-657,관자버터구이,user-2,2
recipe-664,애호박장떡말이밥,user-2,0
recipe-676,두릅비빔밥과 두부고추장양념,user-2,1
recipe-679,토마토떡볶이,user-2,0
recipe-683,단호박닭꼬치,user-2,0
recipe-695,두부 비빔호박쌈,user-2,1
recipe-697,두유 라이크 파스타,user-2,0
recipe-703,설렁탕쑥떡볶이,user-2,1
recipe-704,소안심 야채 호박잎쌈,user-2,2
recipe-711,냉이수제비된장국,user-2,0
recipe-712,갈치고추장구이,user-2,1
recipe-718,주꾸미돌나물무침,user-2,0
recipe-722,간편조기찜,user-2,1
recipe-723,표고버섯쇠고기찜,user-2,1
recipe-735,양송이구이,user-2,2
recipe-739,매운닭날개구이,user-2,0
recipe-749,유린기,user-2,1
recipe-761,바지락맑은국,user-2,0
recipe-766,꽃게바지락찌개,user-2,2
recipe-767,새뱅이찌개,user-2,2
recipe-773,"삼색나물, 토마토양념장",user-2,2
recipe-780,코다리 뿌리채소 들깨탕,user-2,0
recipe-785,바지락가자미완탕국,user-2,1
recipe-788,콜라비 깍두기,user-2,2
recipe-789,비타 오이 물김치,user-2,2
recipe-793,곤약 감자조림,user-2,0
recipe-794,배추된장국,user-2,0
recipe-801,오미자저염나박김치,user-2,1
recipe-809,닭고기 양배추 쌈,user-2,0
recipe-810,닭고기 편육,user-2,0
recipe-811,돼지고기 찹쌀부침,user-2,1
recipe-815,사태떡찜,user-2,0
recipe-816,쇠고기 감자찜,user-2,1
recipe-819,비타 오이 물김치,user-2,1
recipe-822,배물김치,user-2,2
recipe-823,성주참외동치미,user-2,2
recipe-832,돼지고기 수육 부추부침,user-2,0
recipe-834,낙지볶음면,user-2,0
recipe-835,대하찜,user-2,0
recipe-839,골뱅이무침,user-2,1
recipe-840,굴 두부 국,user-2,1
recipe-844,금태찜,user-2,2
recipe-845,김자반,user-2,0
recipe-846,꽁치 양념구이,user-2,0
recipe-847,꽃게강정,user-2,1
recipe-848,낙지강회,user-2,0
recipe-851,마 두부 오징어전,user-2,1
recipe-852,멸치 찹쌀양념 튀김,user-2,1
recipe-853,미역 물오징어 연두부 초회,user-2,1
recipe-858,오징어보쌈과 저나트륨 된장소스,user-2,2
recipe-859,칠리새우,user-2,0
recipe-866,황태강정,user-2,2
recipe-867,아보카도 두부 샐러드,user-2,0
recipe-883,비름나물 된장무침,user-2,2
recipe-889,대구 크림스튜,user-2,1
recipe-901,아시아식 국수 샐러드,user-2,1
recipe-905,고구마 김치,user-2,0
recipe-908,들깨 삼계면,user-2,1
recipe-912,해산물 옥수수 오븐구이,user-2,2
